Название товара или услуги,Цена продажи,Краткое описание,Изображения,Размещение на сайте,old url,Свойство:РАЗМЕР
Худи - Чёрный плутон,"5000,00.","
						<span class=""value"" itemprop=""description""><p>Чёрный худи из натурального хлопка, свободного кроя.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_1396.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/2/0/20191216_facebook.com-pavel.lahtachev-134_1.jpg, https://pirosmani.info/media/catalog/product/2/0/20191216_facebook.com-pavel.lahtachev-135.jpg, https://pirosmani.info/media/catalog/product/2/0/20191216_facebook.com-pavel.lahtachev-136.jpg, https://pirosmani.info/media/catalog/product/2/0/20191216_facebook.com-pavel.lahtachev-137.jpg","[""Мужчинам/Новинки""]",https://pirosmani.info/hudi-chjornyj-pluton.html,L
Мужская футболка - Кройцберг #1,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из натурального хлопка с&nbsp;вставкой белого&nbsp;цвета в виде креста.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		",,"[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskaja-futbolka-krojcberg-1.html,M
Мужская футболка - Кройцберг #1,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из натурального хлопка с&nbsp;вставкой белого&nbsp;цвета в виде креста.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		",,"[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskaja-futbolka-krojcberg-1.html,L
Мужская футболка - Кройцберг #1,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из натурального хлопка с&nbsp;вставкой белого&nbsp;цвета в виде креста.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		",,"[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskaja-futbolka-krojcberg-1.html,XL
Мужская футболка - Кройцберг #1,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из натурального хлопка с&nbsp;вставкой белого&nbsp;цвета в виде креста.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		",,"[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskaja-futbolka-krojcberg-1.html,XXL
Мужские брюки - Гусеница,"19800,00.","
						<span class=""value"" itemprop=""description""><p>Мужские брюки из натурального хлопка с декоративными лентами.</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_8734_1.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_8736.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_8742.jpeg","[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskie-brjuki-gusenica.html,M
Мужской свитшот - Оверсайз,"7500,00.","
						<span class=""value"" itemprop=""description""><p>Тёплый свитшот свободного кроя из футера с начёсом</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_7125_2.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_7115.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_7119.jpeg","[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskoj-svitshot-oversajz.html,S
Мужской свитшот - Оверсайз,"7500,00.","
						<span class=""value"" itemprop=""description""><p>Тёплый свитшот свободного кроя из футера с начёсом</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_7125_2.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_7115.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_7119.jpeg","[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskoj-svitshot-oversajz.html,M
Мужской свитшот - Оверсайз,"7500,00.","
						<span class=""value"" itemprop=""description""><p>Тёплый свитшот свободного кроя из футера с начёсом</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_7125_2.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_7115.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_7119.jpeg","[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskoj-svitshot-oversajz.html,L
Мужская футболка - Кройцберг #2,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Белая футболка из натурального хлопка с тканевой вставкой чёрного цвета в виде креста.</p>
<p>*на модели размер XL</p>
<p>рост модели 188&nbsp;</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_5939.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5937_1.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5940.jpeg","[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskaja-futbolka-krojcberg-2.html,M
Мужская футболка - Кройцберг #2,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Белая футболка из натурального хлопка с тканевой вставкой чёрного цвета в виде креста.</p>
<p>*на модели размер XL</p>
<p>рост модели 188&nbsp;</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_5939.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5937_1.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5940.jpeg","[""Мужчинам/Новинки""]",https://pirosmani.info/muzhskaja-futbolka-krojcberg-2.html,L
