Название товара или услуги,Цена продажи,Полное описание,Изображения,Размещение на сайте,old url,Свойство:РАЗМЕР
Футболка - Новый крест,"4000,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из наутрального хлопка, свободного кроя, оверсайз.</p></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a5230_2.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a5232_2.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a5238.jpeg, https://pirosmani.info/media/catalog/product/9/6/96fa8ad8-060c-43f9-8c9c-c65ac49beb8c.jpg",Каталог/Женщинам/НовинкиЖенщинам/Футболки,https://pirosmani.info/futbolka-novyj-krest.html,L
Футболка - Новый крест,"4000,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из наутрального хлопка, свободного кроя, оверсайз.</p></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a5230_2.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a5232_2.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a5238.jpeg, https://pirosmani.info/media/catalog/product/9/6/96fa8ad8-060c-43f9-8c9c-c65ac49beb8c.jpg",Каталог/Женщинам/НовинкиЖенщинам/Футболки,https://pirosmani.info/futbolka-novyj-krest.html,XL
Футболка - Новые формы ангелов,"4000,00.","
						<span class=""value"" itemprop=""description""><p>Оригинальная художественная работа опубликована и продана в виде NFT в июле 2021.&nbsp;</p>
<p>Футболка выполнена из 100% хлопка.&nbsp;</p>
<p>&nbsp;</p>
<p>Образ несовершенного организма – незавершённый&nbsp;ангел.<br>Колкая скульптура, а внутри мягкое, теплое тело.<br>Эта скульптура, словно разбита в калейдоскопе и меняет узор при каждом вращении, она похожа на механизм или на смесь металла и живого организма.</p>
<p>Женя Малыгина&nbsp;</p>
<p><a href=""https://foundation.app/@jenya_malygina/foundation/40937"" target=""_blank"" rel=""noopener"">https://foundation.app/@jenya_malygina/foundation/40937</a></p></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4657_1.jpeg, https://pirosmani.info/media/catalog/product/n/f/nft.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Футболки,https://pirosmani.info/futbolka-novye-formy-angelov.html,S
Футболка - Новые формы ангелов,"4000,00.","
						<span class=""value"" itemprop=""description""><p>Оригинальная художественная работа опубликована и продана в виде NFT в июле 2021.&nbsp;</p>
<p>Футболка выполнена из 100% хлопка.&nbsp;</p>
<p>&nbsp;</p>
<p>Образ несовершенного организма – незавершённый&nbsp;ангел.<br>Колкая скульптура, а внутри мягкое, теплое тело.<br>Эта скульптура, словно разбита в калейдоскопе и меняет узор при каждом вращении, она похожа на механизм или на смесь металла и живого организма.</p>
<p>Женя Малыгина&nbsp;</p>
<p><a href=""https://foundation.app/@jenya_malygina/foundation/40937"" target=""_blank"" rel=""noopener"">https://foundation.app/@jenya_malygina/foundation/40937</a></p></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4657_1.jpeg, https://pirosmani.info/media/catalog/product/n/f/nft.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Футболки,https://pirosmani.info/futbolka-novye-formy-angelov.html,M
Футболка - Новые формы ангелов,"4000,00.","
						<span class=""value"" itemprop=""description""><p>Оригинальная художественная работа опубликована и продана в виде NFT в июле 2021.&nbsp;</p>
<p>Футболка выполнена из 100% хлопка.&nbsp;</p>
<p>&nbsp;</p>
<p>Образ несовершенного организма – незавершённый&nbsp;ангел.<br>Колкая скульптура, а внутри мягкое, теплое тело.<br>Эта скульптура, словно разбита в калейдоскопе и меняет узор при каждом вращении, она похожа на механизм или на смесь металла и живого организма.</p>
<p>Женя Малыгина&nbsp;</p>
<p><a href=""https://foundation.app/@jenya_malygina/foundation/40937"" target=""_blank"" rel=""noopener"">https://foundation.app/@jenya_malygina/foundation/40937</a></p></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4657_1.jpeg, https://pirosmani.info/media/catalog/product/n/f/nft.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Футболки,https://pirosmani.info/futbolka-novye-formy-angelov.html,L
Худи - Белый макар,"5500,00.","
						<span class=""value"" itemprop=""description""><p>Белый худи из натурального хлопка, свободного кроя с перфорацией, выполненной вручную.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_1396.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4673.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4664.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4671.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4690.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4699.jpg",Каталог/Женщинам/НовинкиЖенщинам/Худи и свитшоты,https://pirosmani.info/hudi-belyj-makar.html,S
Худи - Белый макар,"5500,00.","
						<span class=""value"" itemprop=""description""><p>Белый худи из натурального хлопка, свободного кроя с перфорацией, выполненной вручную.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_1396.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4673.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4664.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4671.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4690.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4699.jpg",Каталог/Женщинам/НовинкиЖенщинам/Худи и свитшоты,https://pirosmani.info/hudi-belyj-makar.html,M
Худи - Белый макар,"5500,00.","
						<span class=""value"" itemprop=""description""><p>Белый худи из натурального хлопка, свободного кроя с перфорацией, выполненной вручную.</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_1396.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4673.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4664.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4671.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4690.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4699.jpg",Каталог/Женщинам/НовинкиЖенщинам/Худи и свитшоты,https://pirosmani.info/hudi-belyj-makar.html,L
Платье - Майка,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Короткое, чёрное платье-майка из натурального хлопка с декоративной пелериной спереди.&nbsp;</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/_-_.jpeg""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_5704_1_1_2.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5688_1__1.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5690_1__1.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5689_1__1.jpeg",Каталог/Женщинам/НовинкиЖенщинам/ПлатьяЖенщинам/Футболки,https://pirosmani.info/plat-e-majka.html,S
Платье - Майка,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Короткое, чёрное платье-майка из натурального хлопка с декоративной пелериной спереди.&nbsp;</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/_-_.jpeg""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_5704_1_1_2.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5688_1__1.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5690_1__1.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5689_1__1.jpeg",Каталог/Женщинам/НовинкиЖенщинам/ПлатьяЖенщинам/Футболки,https://pirosmani.info/plat-e-majka.html,M
Платье - Майка,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Короткое, чёрное платье-майка из натурального хлопка с декоративной пелериной спереди.&nbsp;</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/_-_.jpeg""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_5704_1_1_2.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5688_1__1.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5690_1__1.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_5689_1__1.jpeg",Каталог/Женщинам/НовинкиЖенщинам/ПлатьяЖенщинам/Футболки,https://pirosmani.info/plat-e-majka.html,L
Женские брюки - Гулливер,"24000,00.","
						<span class=""value"" itemprop=""description""><p>Брюки&nbsp;из плотного хлопка (стрейч) с отлетной юбкой и наколенниками. Отлично сидят по фиугре. Оригинальная и неповторимая модель.&nbsp;</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1264_1.jpg, https://pirosmani.info/media/catalog/product/i/m/img_1266.jpg, https://pirosmani.info/media/catalog/product/i/m/img_1265.jpg, https://pirosmani.info/media/catalog/product/i/m/img_9004.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_8997.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Штаны/Шорты,https://pirosmani.info/zhenskie-brjuki-gulliver.html,S
Женские брюки - Гулливер,"24000,00.","
						<span class=""value"" itemprop=""description""><p>Брюки&nbsp;из плотного хлопка (стрейч) с отлетной юбкой и наколенниками. Отлично сидят по фиугре. Оригинальная и неповторимая модель.&nbsp;</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1264_1.jpg, https://pirosmani.info/media/catalog/product/i/m/img_1266.jpg, https://pirosmani.info/media/catalog/product/i/m/img_1265.jpg, https://pirosmani.info/media/catalog/product/i/m/img_9004.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_8997.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Штаны/Шорты,https://pirosmani.info/zhenskie-brjuki-gulliver.html,M
Женские брюки - Гулливер,"24000,00.","
						<span class=""value"" itemprop=""description""><p>Брюки&nbsp;из плотного хлопка (стрейч) с отлетной юбкой и наколенниками. Отлично сидят по фиугре. Оригинальная и неповторимая модель.&nbsp;</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1264_1.jpg, https://pirosmani.info/media/catalog/product/i/m/img_1266.jpg, https://pirosmani.info/media/catalog/product/i/m/img_1265.jpg, https://pirosmani.info/media/catalog/product/i/m/img_9004.jpeg, https://pirosmani.info/media/catalog/product/i/m/img_8997.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Штаны/Шорты,https://pirosmani.info/zhenskie-brjuki-gulliver.html,L
Лонгслив - Лабиринты снов,"4000,00.","
						<span class=""value"" itemprop=""description""><p>Белый лонгслив из натурального хлопка с перфорацией на рукаве и принтом выполненным вручную.</p></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4636.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4637.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4632.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4626.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4629.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4630.jpg, https://pirosmani.info/media/catalog/product/i/m/img_7498_1.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Лонгсливы,https://pirosmani.info/longsliv-labirinty-snov.html,XS
Лонгслив - Лабиринты снов,"4000,00.","
						<span class=""value"" itemprop=""description""><p>Белый лонгслив из натурального хлопка с перфорацией на рукаве и принтом выполненным вручную.</p></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4636.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4637.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4632.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4626.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4629.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4630.jpg, https://pirosmani.info/media/catalog/product/i/m/img_7498_1.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Лонгсливы,https://pirosmani.info/longsliv-labirinty-snov.html,S
Лонгслив - Лабиринты снов,"4000,00.","
						<span class=""value"" itemprop=""description""><p>Белый лонгслив из натурального хлопка с перфорацией на рукаве и принтом выполненным вручную.</p></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4636.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4637.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4632.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4626.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4629.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4630.jpg, https://pirosmani.info/media/catalog/product/i/m/img_7498_1.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Лонгсливы,https://pirosmani.info/longsliv-labirinty-snov.html,M
Лонгслив - Лабиринты снов,"4000,00.","
						<span class=""value"" itemprop=""description""><p>Белый лонгслив из натурального хлопка с перфорацией на рукаве и принтом выполненным вручную.</p></span>
		","https://pirosmani.info/media/catalog/product/2/1/211a4636.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4637.jpeg, https://pirosmani.info/media/catalog/product/2/1/211a4632.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4626.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4629.jpg, https://pirosmani.info/media/catalog/product/2/1/211a4630.jpg, https://pirosmani.info/media/catalog/product/i/m/img_7498_1.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Лонгсливы,https://pirosmani.info/longsliv-labirinty-snov.html,L
Брюки клёш,"5000,00.","
						<span class=""value"" itemprop=""description""><p>Трикотажные брюки клёш.&nbsp;</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1374.jpeg, https://pirosmani.info/media/catalog/product/4/a/4afe5e70-f5d5-40e0-9a58-fb5b6ee6ec54.jpeg, https://pirosmani.info/media/catalog/product/1/d/1d5ad5e5-3967-4ba8-b907-d5a11dc84eea.jpeg, https://pirosmani.info/media/catalog/product/f/c/fc4d8b49-f67f-4b30-a575-e2d1491bb2cf.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Штаны/Шорты,https://pirosmani.info/brjuki-kljosh.html,XS
Брюки клёш,"5000,00.","
						<span class=""value"" itemprop=""description""><p>Трикотажные брюки клёш.&nbsp;</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1374.jpeg, https://pirosmani.info/media/catalog/product/4/a/4afe5e70-f5d5-40e0-9a58-fb5b6ee6ec54.jpeg, https://pirosmani.info/media/catalog/product/1/d/1d5ad5e5-3967-4ba8-b907-d5a11dc84eea.jpeg, https://pirosmani.info/media/catalog/product/f/c/fc4d8b49-f67f-4b30-a575-e2d1491bb2cf.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Штаны/Шорты,https://pirosmani.info/brjuki-kljosh.html,S
Брюки клёш,"5000,00.","
						<span class=""value"" itemprop=""description""><p>Трикотажные брюки клёш.&nbsp;</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1374.jpeg, https://pirosmani.info/media/catalog/product/4/a/4afe5e70-f5d5-40e0-9a58-fb5b6ee6ec54.jpeg, https://pirosmani.info/media/catalog/product/1/d/1d5ad5e5-3967-4ba8-b907-d5a11dc84eea.jpeg, https://pirosmani.info/media/catalog/product/f/c/fc4d8b49-f67f-4b30-a575-e2d1491bb2cf.jpeg",Каталог/Женщинам/НовинкиЖенщинам/Штаны/Шорты,https://pirosmani.info/brjuki-kljosh.html,M
Футболка - Кройцберг #2,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Белая&nbsp;футболка из натурального хлопка с тканевой вставкой чёрного цвета в виде креста.</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1725.jpg, https://pirosmani.info/media/catalog/product/i/m/img_55283.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-2.html,S
Футболка - Кройцберг #2,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Белая&nbsp;футболка из натурального хлопка с тканевой вставкой чёрного цвета в виде креста.</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1725.jpg, https://pirosmani.info/media/catalog/product/i/m/img_55283.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-2.html,M
Футболка - Кройцберг #2,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Белая&nbsp;футболка из натурального хлопка с тканевой вставкой чёрного цвета в виде креста.</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1725.jpg, https://pirosmani.info/media/catalog/product/i/m/img_55283.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-2.html,L
Футболка - Кройцберг #2,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Белая&nbsp;футболка из натурального хлопка с тканевой вставкой чёрного цвета в виде креста.</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1725.jpg, https://pirosmani.info/media/catalog/product/i/m/img_55283.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-2.html,XL
Футболка - Кройцберг #2,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Белая&nbsp;футболка из натурального хлопка с тканевой вставкой чёрного цвета в виде креста.</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1725.jpg, https://pirosmani.info/media/catalog/product/i/m/img_55283.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-2.html,XXL
Футболка - Кройцберг #1,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из натурального хлопка с&nbsp;вставкой белого&nbsp;цвета в виде креста.&nbsp;</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1723.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5538.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5536.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5499.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-1.html,S
Футболка - Кройцберг #1,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из натурального хлопка с&nbsp;вставкой белого&nbsp;цвета в виде креста.&nbsp;</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1723.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5538.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5536.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5499.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-1.html,M
Футболка - Кройцберг #1,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из натурального хлопка с&nbsp;вставкой белого&nbsp;цвета в виде креста.&nbsp;</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1723.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5538.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5536.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5499.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-1.html,L
Футболка - Кройцберг #1,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из натурального хлопка с&nbsp;вставкой белого&nbsp;цвета в виде креста.&nbsp;</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1723.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5538.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5536.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5499.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-1.html,XL
Футболка - Кройцберг #1,"4500,00.","
						<span class=""value"" itemprop=""description""><p>Чёрная футболка из натурального хлопка с&nbsp;вставкой белого&nbsp;цвета в виде креста.&nbsp;</p>
<p>*на модели размер XL</p>
<div class=""margin-top25 extra-link""><a href=""#custom-size-guide"" data-backdrop=""false"" data-toggle=""modal"">Таблица размеров</a></div>
<div id=""custom-size-guide"" class=""modal fade"">
<div class=""modal-dialog"">
<div class=""modal-content""><button class=""close"" type=""button"" data-dismiss=""modal"">x</button>
<div class=""modal-body""><img class=""img-responsive"" src=""/media/wysiwyg/sizes_images/ru/IMG_0727.JPG""></div>
</div>
</div>
</div></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_1723.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5538.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5536.jpg, https://pirosmani.info/media/catalog/product/i/m/img_5499.jpg",Каталог/Женщинам/НовинкиЖенщинам/РАСПРОДАЖАЖенщинам/Футболки,https://pirosmani.info/futbolka-krojcberg-1.html,XXL
Рубашка с двойным рукавом - Хэдпринт,"7500,00.","
						<span class=""value"" itemprop=""description""><p>Платье-рубашка свободного кроя с двойным рукавом. Застёжка спереди на кнопках и на завязках. С художественным&nbsp;принтом&nbsp;из серии работ Жени Малыгиной ""Hidden Reality"".</p></span>
		","https://pirosmani.info/media/catalog/product/i/m/img_3861.jpg, https://pirosmani.info/media/catalog/product/i/m/img_3860.jpg",Каталог/Женщинам/НовинкиЖенщинам/РубашкиЖенщинам/Платья,https://pirosmani.info/rubashka-s-dvojnym-rukavom-hjedprint.html,XS
